,support,itemsets
36,0.021442885771543085,frozenset({'ALARM CLOCK BAKELIKE CHOCOLATE'})
424,0.021392785571142284,frozenset({'PACK OF 12 HEARTS DESIGN TISSUES '})
1256,0.021292585170340682,"frozenset({'JUMBO BAG RED RETROSPOT', 'RED RETROSPOT CHARLOTTE BAG'})"
735,0.021292585170340682,frozenset({'TRADITIONAL WOODEN SKIPPING ROPE'})
229,0.021292585170340682,frozenset({'FLORAL FOLK STATIONERY SET'})
77,0.021292585170340682,frozenset({'BLUE STRIPE CERAMIC DRAWER KNOB'})
1233,0.021292585170340682,"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO BAG VINTAGE LEAF'})"
503,0.021192384769539076,"frozenset({""POPPY'S PLAYHOUSE BEDROOM ""})"
130,0.021192384769539076,frozenset({'CHILDRENS CUTLERY POLKADOT PINK'})
1133,0.021142284569138275,"frozenset({'JUMBO STORAGE BAG SUKI', 'JUMBO  BAG BAROQUE BLACK WHITE'})"
649,0.021142284569138275,frozenset({'SET OF 6 RIBBONS VINTAGE CHRISTMAS'})
629,0.021142284569138275,frozenset({'SET OF 3 NOTEBOOKS IN PARCEL'})
1131,0.021092184368737475,"frozenset({'JUMBO  BAG BAROQUE BLACK WHITE', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})"
698,0.02094188376753507,frozenset({'SOLDIERS EGG CUP '})
842,0.02094188376753507,"frozenset({'ALARM CLOCK BAKELIKE PINK', 'ALARM CLOCK BAKELIKE GREEN'})"
1220,0.020891783567134267,"frozenset({'JUMBO BAG PINK VINTAGE PAISLEY', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})"
563,0.020841683366733466,frozenset({'REGENCY TEAPOT ROSES '})
758,0.020841683366733466,frozenset({'VINTAGE CREAM DOG FOOD CONTAINER'})
761,0.020791583166332665,frozenset({'VINTAGE DOILY TRAVEL SEWING KIT'})
417,0.020791583166332665,frozenset({'NATURAL SLATE RECTANGLE CHALKBOARD'})
1413,0.020791583166332665,"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG SUKI DESIGN '})"
1482,0.020791583166332665,"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'NATURAL SLATE HEART CHALKBOARD '})"
1351,0.020791583166332665,"frozenset({'LUNCH BAG APPLE DESIGN', 'LUNCH BAG  BLACK SKULL.'})"
933,0.020791583166332665,"frozenset({'STRAWBERRY CHARLOTTE BAG', 'CHARLOTTE BAG SUKI DESIGN'})"
118,0.020791583166332665,frozenset({'CHARLOTTE BAG DOLLY GIRL DESIGN'})
319,0.020791583166332665,frozenset({'IVORY DINER WALL CLOCK'})
1255,0.020791583166332665,"frozenset({'JUMBO BAG RED RETROSPOT', 'RECYCLING BAG RETROSPOT '})"
1122,0.020741482965931864,"frozenset({'JUMBO  BAG BAROQUE BLACK WHITE', 'JUMBO BAG PINK POLKADOT'})"
1146,0.020741482965931864,"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO BAG ALPHABET'})"
1236,0.020741482965931864,"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO STORAGE BAG SKULLS'})"
225,0.020691382765531063,frozenset({'FELTCRAFT PRINCESS LOLA DOLL'})
251,0.020691382765531063,frozenset({'GINGHAM HEART DECORATION'})
1760,0.020691382765531063,"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO STORAGE BAG SUKI', 'JUMBO BAG PINK POLKADOT'})"
734,0.02064128256513026,frozenset({'TRADITIONAL WOODEN CATCH CUP GAME '})
713,0.02064128256513026,frozenset({'STRAWBERRY SHOPPER BAG'})
681,0.02064128256513026,frozenset({'SKULL LUNCH BOX WITH CUTLERY '})
404,0.02064128256513026,frozenset({'METAL SIGN TAKE IT OR LEAVE IT '})
682,0.020591182364729458,frozenset({'SKULL SHOULDER BAG'})
1608,0.020541082164328657,"frozenset({'SET OF 6 SPICE TINS PANTRY DESIGN', 'SET OF 3 CAKE TINS PANTRY DESIGN '})"
896,0.020541082164328657,"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'CHARLOTTE BAG PINK POLKADOT'})"
489,0.020541082164328657,frozenset({'PINK VINTAGE PAISLEY PICNIC BAG'})
579,0.020490981963927856,frozenset({'RIBBON REEL STRIPES DESIGN '})
781,0.020490981963927856,frozenset({'WHITE SPOT RED CERAMIC DRAWER KNOB'})
743,0.020440881763527055,frozenset({'TRAVEL CARD WALLET VINTAGE TICKET'})
1712,0.020440881763527055,"frozenset({'REGENCY CAKESTAND 3 TIER', 'GREEN REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER '})"
1643,0.020440881763527055,"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'WHITE HANGING HEART T-LIGHT HOLDER'})"
176,0.020390781563126254,frozenset({'DOORMAT ENGLISH ROSE '})
655,0.020390781563126254,frozenset({'SET OF 60 I LOVE LONDON CAKE CASES '})
799,0.020390781563126254,frozenset({'WOODEN UNION JACK BUNTING'})
1635,0.02034068136272545,"frozenset({'STRAWBERRY CHARLOTTE BAG', 'WOODLAND CHARLOTTE BAG'})"
1154,0.02034068136272545,"frozenset({'JUMBO BAG PEARS', 'JUMBO BAG APPLES'})"
614,0.02029058116232465,frozenset({'SET 6 SCHOOL MILK BOTTLES IN CRATE'})
724,0.02029058116232465,frozenset({'TOILET METAL SIGN'})
784,0.02029058116232465,frozenset({'WICKER STAR '})
787,0.020190380761523047,frozenset({'WOOD S/3 CABINET ANT WHITE FINISH'})
84,0.020190380761523047,"frozenset({""BOX OF 6 MINI 50'S CRACKERS""})"
122,0.020140280561122246,frozenset({'CHICK GREY HOT WATER BOTTLE'})
484,0.020140280561122246,frozenset({'PINK HAPPY BIRTHDAY BUNTING'})
754,0.02009018036072144,frozenset({'VINTAGE CHRISTMAS BUNTING'})
234,0.01998997995991984,frozenset({'FOUR HOOK  WHITE LOVEBIRDS'})
100,0.01993987975951904,frozenset({'CANDLEHOLDER PINK HANGING HEART'})
277,0.019889779559118238,frozenset({'HAND WARMER RED LOVE HEART'})
767,0.019839679358717433,frozenset({'VINTAGE SNAKES & LADDERS'})
1416,0.019839679358717433,"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG WOODLAND'})"
149,0.019839679358717433,frozenset({'CIRCUS PARADE LUNCH BOX '})
914,0.019789579158316632,"frozenset({'WOODLAND CHARLOTTE BAG', 'CHARLOTTE BAG PINK POLKADOT'})"
982,0.019789579158316632,"frozenset({'JUMBO STORAGE BAG SUKI', 'DOTCOM POSTAGE'})"
436,0.019789579158316632,frozenset({'PACK OF 6 BIRDY GIFT TAGS'})
1519,0.019789579158316632,"frozenset({'REGENCY CAKESTAND 3 TIER', 'PARTY BUNTING'})"
1433,0.01973947895791583,"frozenset({'LUNCH BAG RED RETROSPOT', 'RED RETROSPOT CHARLOTTE BAG'})"
552,0.01973947895791583,frozenset({'RED SPOTTY BISCUIT TIN'})
1555,0.01973947895791583,"frozenset({'RECIPE BOX PANTRY YELLOW DESIGN', 'SET OF 3 CAKE TINS PANTRY DESIGN '})"
666,0.01973947895791583,frozenset({'SET/2 RED RETROSPOT TEA TOWELS '})
439,0.01968937875751503,frozenset({'PACK OF 60 MUSHROOM CAKE CASES'})
1382,0.01968937875751503,"frozenset({'LUNCH BAG APPLE DESIGN', 'LUNCH BAG SPACEBOY DESIGN '})"
1531,0.01963927855711423,"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'REGENCY CAKESTAND 3 TIER'})"
943,0.01963927855711423,"frozenset({'CHOCOLATE HOT WATER BOTTLE', 'HOT WATER BOTTLE I AM SO POORLY'})"
34,0.01963927855711423,frozenset({'AIRLINE BAG VINTAGE TOKYO 78'})
1184,0.01958917835671343,"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO BAG OWLS'})"
1065,0.01958917835671343,"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'HEART OF WICKER SMALL'})"
1142,0.01958917835671343,"frozenset({'JUMBO BAG ALPHABET', 'JUMBO BAG APPLES'})"
1305,0.019539078156312624,"frozenset({'JUMBO BAG WOODLAND ANIMALS', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})"
1792,0.019539078156312624,"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO STORAGE BAG SUKI', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})"
71,0.019539078156312624,frozenset({'BLUE HAPPY BIRTHDAY BUNTING'})
113,0.019539078156312624,frozenset({'CERAMIC STRAWBERRY CAKE MONEY BANK'})
1459,0.019488977955911823,"frozenset({'LUNCH BAG SUKI DESIGN ', 'LUNCH BAG WOODLAND'})"
1528,0.019488977955911823,"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'PARTY BUNTING'})"
731,0.019488977955911823,frozenset({'TRADITIONAL MODELLING CLAY'})
1647,0.019438877755511022,"frozenset({'WOODEN STAR CHRISTMAS SCANDINAVIAN', 'WOODEN HEART CHRISTMAS SCANDINAVIAN'})"
420,0.019438877755511022,frozenset({'OPEN CLOSED METAL SIGN'})
1408,0.019438877755511022,"frozenset({'LUNCH BAG DOLLY GIRL DESIGN', 'LUNCH BAG SPACEBOY DESIGN '})"
536,0.01938877755511022,frozenset({'RED RETROSPOT CUP'})
219,0.01933867735470942,frozenset({'FELTCRAFT CUSHION RABBIT'})
537,0.019288577154308616,frozenset({'RED RETROSPOT MINI CASES'})
194,0.019188376753507014,frozenset({'EDWARDIAN PARASOL BLACK'})
51,0.019188376753507014,frozenset({'ASSORTED COLOUR MINI CASES'})
13,0.019138276553106213,frozenset({'3 HOOK PHOTO SHELF ANTIQUE WHITE'})
657,0.019138276553106213,frozenset({'SET OF 60 VINTAGE LEAF CAKE CASES '})
451,0.019088176352705412,frozenset({'PANTRY WASHING UP BRUSH'})
560,0.019088176352705412,frozenset({'REGENCY TEA PLATE GREEN '})
615,0.01903807615230461,frozenset({'SET 7 BABUSHKA NESTING BOXES'})
1115,0.01903807615230461,"frozenset({'JAM MAKING SET WITH JARS', 'SET OF 3 CAKE TINS PANTRY DESIGN '})"
407,0.01903807615230461,frozenset({'MINI PAINT SET VINTAGE '})
1192,0.018987975951903806,"frozenset({'JUMBO BAG PINK VINTAGE PAISLEY', 'JUMBO BAG PINK POLKADOT'})"
913,0.018987975951903806,"frozenset({'STRAWBERRY CHARLOTTE BAG', 'CHARLOTTE BAG PINK POLKADOT'})"
665,0.018987975951903806,frozenset({'SET/10 RED POLKADOT PARTY CANDLES'})
295,0.018937875751503006,frozenset({'HEART IVORY TRELLIS SMALL'})
14,0.018937875751503006,frozenset({'3 PIECE SPACEBOY COOKIE CUTTER SET'})
654,0.018937875751503006,frozenset({'SET OF 6 TEA TIME BAKING CASES'})
1758,0.018937875751503006,"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO BAG PINK POLKADOT', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})"
63,0.018937875751503006,frozenset({'BINGO SET'})
716,0.018887775551102205,frozenset({'SWEETHEART CAKESTAND 3 TIER'})
141,0.018887775551102205,frozenset({'CHRISTMAS CRAFT WHITE FAIRY '})
85,0.018837675350701404,frozenset({'BOX OF 6 MINI VINTAGE CRACKERS'})
1238,0.018837675350701404,"frozenset({'JUMBO BAG RED RETROSPOT', 'LUNCH BAG  BLACK SKULL.'})"
1166,0.018837675350701404,"frozenset({'JUMBO STORAGE BAG SUKI', 'JUMBO BAG APPLES'})"
201,0.018837675350701404,frozenset({'ENAMEL MEASURING JUG CREAM'})
205,0.018787575150300603,frozenset({'ENGLISH ROSE HOT WATER BOTTLE'})
89,0.018787575150300603,frozenset({'BREAD BIN DINER STYLE IVORY'})
68,0.018787575150300603,frozenset({'BLACK RECORD COVER FRAME'})
434,0.018787575150300603,frozenset({'PACK OF 20 NAPKINS RED APPLES'})
76,0.018737474949899798,frozenset({'BLUE SPOT CERAMIC DRAWER KNOB'})
278,0.018737474949899798,frozenset({'HAND WARMER RED RETROSPOT'})
1369,0.018687374749498997,"frozenset({'LUNCH BAG APPLE DESIGN', 'LUNCH BAG ALPHABET DESIGN'})"
848,0.018687374749498997,"frozenset({'ALARM CLOCK BAKELIKE RED ', 'ALARM CLOCK BAKELIKE IVORY'})"
1495,0.018687374749498997,"frozenset({'PACK OF 72 RETROSPOT CAKE CASES', 'PACK OF 72 SKULL CAKE CASES'})"
549,0.018687374749498997,frozenset({'RED RETROSPOT UMBRELLA'})
367,0.018687374749498997,frozenset({'LARGE HEART MEASURING SPOONS'})
208,0.018637274549098196,frozenset({'FAMILY ALBUM WHITE PICTURE FRAME'})
616,0.018637274549098196,frozenset({'SET OF 10 LED DOLLY LIGHTS'})
358,0.018637274549098196,"frozenset({'KEY FOB , SHED'})"
607,0.018637274549098196,frozenset({'SET 2 PANTRY DESIGN TEA TOWELS'})
446,0.018537074148296594,frozenset({'PAINTED METAL PEARS ASSORTED'})
1623,0.018537074148296594,"frozenset({'SET/6 RED SPOTTY PAPER PLATES', 'SET/20 RED RETROSPOT PAPER NAPKINS '})"
605,0.01848697394789579,frozenset({'SET 12 KIDS COLOUR  CHALK STICKS'})
1386,0.01848697394789579,"frozenset({'LUNCH BAG APPLE DESIGN', 'LUNCH BAG WOODLAND'})"
551,0.01848697394789579,frozenset({'RED SPOT CERAMIC DRAWER KNOB'})
718,0.01843687374749499,frozenset({'SWEETHEART RECIPE BOOK STAND'})
274,0.01843687374749499,frozenset({'HAND WARMER BABUSHKA DESIGN'})
1328,0.018386773547094188,"frozenset({'JUMBO STORAGE BAG SKULLS', 'JUMBO STORAGE BAG SUKI'})"
1377,0.018386773547094188,"frozenset({'LUNCH BAG APPLE DESIGN', 'LUNCH BAG CARS BLUE'})"
316,0.018386773547094188,"frozenset({""I'M ON HOLIDAY METAL SIGN""})"
1222,0.018336673346693387,"frozenset({'JUMBO STORAGE BAG SUKI', 'JUMBO BAG PINK VINTAGE PAISLEY'})"
411,0.018336673346693387,frozenset({'MODERN FLORAL STATIONERY SET'})
177,0.018286573146292586,frozenset({'DOORMAT FAIRY CAKE'})
125,0.018286573146292586,frozenset({'CHILDRENS APRON APPLES DESIGN'})
1155,0.018286573146292586,"frozenset({'JUMBO BAG APPLES', 'JUMBO BAG PINK POLKADOT'})"
1168,0.018286573146292586,"frozenset({'LUNCH BAG APPLE DESIGN', 'JUMBO BAG APPLES'})"
70,0.018286573146292586,frozenset({'BLUE DINER WALL CLOCK'})
780,0.018286573146292586,frozenset({'WHITE SPOT BLUE CERAMIC DRAWER KNOB'})
1162,0.018236472945891785,"frozenset({'JUMBO BAG VINTAGE LEAF', 'JUMBO BAG APPLES'})"
773,0.018236472945891785,frozenset({'WASHROOM METAL SIGN'})
980,0.01818637274549098,"frozenset({'DOTCOM POSTAGE', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})"
747,0.01818637274549098,frozenset({'TREASURE TIN GYMKHANA DESIGN'})
1241,0.01818637274549098,"frozenset({'LUNCH BAG PINK POLKADOT', 'JUMBO BAG RED RETROSPOT'})"
4,0.01813627254509018,frozenset({'12 PENCILS SMALL TUBE RED RETROSPOT'})
721,0.01813627254509018,frozenset({'TEA PARTY BIRTHDAY CARD'})
979,0.01808617234468938,"frozenset({'JUMBO BAG WOODLAND ANIMALS', 'DOTCOM POSTAGE'})"
1820,0.01808617234468938,"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG RED RETROSPOT', 'LUNCH BAG  BLACK SKULL.'})"
518,0.01808617234468938,"frozenset({'RECORD FRAME 7"" SINGLE SIZE '})"
1385,0.01808617234468938,"frozenset({'LUNCH BAG VINTAGE LEAF DESIGN', 'LUNCH BAG APPLE DESIGN'})"
636,0.018036072144288578,frozenset({'SET OF 36 PAISLEY FLOWER DOILIES'})
132,0.018036072144288578,frozenset({'CHILDRENS CUTLERY SPACEBOY '})
729,0.017985971943887777,frozenset({'TRADITIONAL CHRISTMAS RIBBONS'})
430,0.017985971943887777,frozenset({'PACK OF 12 SUKI TISSUES '})
606,0.017985971943887777,frozenset({'SET 12 RETRO WHITE CHALK STICKS'})
1407,0.017935871743486972,"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG DOLLY GIRL DESIGN'})"
564,0.017935871743486972,frozenset({'RETROSPOT CHILDRENS APRON'})
795,0.017935871743486972,frozenset({'WOODEN ROUNDERS GARDEN SET '})
720,0.017935871743486972,frozenset({'TEA BAG PLATE RED RETROSPOT'})
1058,0.017935871743486972,"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'HEART OF WICKER LARGE'})"
597,0.01788577154308617,frozenset({'SAVE THE PLANET MUG'})
410,0.01788577154308617,frozenset({'MINT KITCHEN SCALES'})
1500,0.01788577154308617,"frozenset({'REGENCY CAKESTAND 3 TIER', 'PACK OF 72 RETROSPOT CAKE CASES'})"
515,0.01783567134268537,frozenset({'RECIPE BOX BLUE SKETCHBOOK DESIGN'})
473,0.01783567134268537,frozenset({'PICTURE DOMINOES'})
331,0.01783567134268537,frozenset({'JINGLE BELL HEART DECORATION'})
1232,0.01783567134268537,"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO BAG VINTAGE DOILY '})"
1581,0.01778557114228457,"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'REGENCY CAKESTAND 3 TIER'})"
5,0.01778557114228457,frozenset({'12 PENCILS SMALL TUBE SKULL'})
3,0.01778557114228457,frozenset({'12 PENCIL SMALL TUBE WOODLAND'})
828,0.01773547094188377,"frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})"
580,0.01773547094188377,frozenset({'ROBOT BIRTHDAY CARD'})
650,0.01773547094188377,frozenset({'SET OF 6 SNACK LOAF BAKING CASES'})
582,0.01773547094188377,"frozenset({""ROLL WRAP 50'S CHRISTMAS""})"
641,0.017685370741482968,frozenset({'SET OF 4 KNICK KNACK TINS DOILY '})
1364,0.017635270541082163,"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'LUNCH BAG  BLACK SKULL.'})"
112,0.017585170340681362,frozenset({'CERAMIC HEART FAIRY CAKE MONEY BANK'})
286,0.017585170340681362,frozenset({'HANGING METAL HEART LANTERN'})
369,0.017585170340681362,frozenset({'LAUNDRY 15C METAL SIGN'})
1278,0.017585170340681362,"frozenset({'JUMBO BAG SCANDINAVIAN BLUE PAISLEY', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})"
1626,0.01753507014028056,"frozenset({'SET/6 RED SPOTTY PAPER PLATES', 'SET/6 RED SPOTTY PAPER CUPS'})"
609,0.01753507014028056,frozenset({'SET 20 NAPKINS FAIRY CAKES DESIGN '})
1380,0.01748496993987976,"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG APPLE DESIGN'})"
310,0.01748496993987976,frozenset({'HOME SWEET HOME MUG'})
1631,0.01748496993987976,"frozenset({'SMALL DOLLY MIX DESIGN ORANGE BOWL', 'SMALL MARSHMALLOWS PINK BOWL'})"
1196,0.01743486973947896,"frozenset({'JUMBO BAG PINK POLKADOT', 'JUMBO BAG STRAWBERRY'})"
217,0.01743486973947896,frozenset({'FELTCRAFT CUSHION BUTTERFLY'})
285,0.01743486973947896,frozenset({'HANGING JAM JAR T-LIGHT HOLDER'})
572,0.01743486973947896,frozenset({'REVOLVER WOODEN RULER '})
413,0.017384769539078155,frozenset({'MULTI COLOUR SILVER T-LIGHT HOLDER'})
45,0.017384769539078155,frozenset({'ANTIQUE SILVER TEA GLASS ENGRAVED'})
1099,0.017384769539078155,"frozenset({'JAM MAKING SET PRINTED', 'SET OF 3 CAKE TINS PANTRY DESIGN '})"
57,0.017334669338677354,frozenset({'BALLOONS  WRITING SET '})
1428,0.017334669338677354,"frozenset({'LUNCH BAG RED RETROSPOT', 'PACK OF 72 RETROSPOT CAKE CASES'})"
477,0.017284569138276553,frozenset({'PINK BABY BUNTING'})
206,0.017284569138276553,frozenset({'ENGLISH ROSE NOTEBOOK A7 SIZE'})
1283,0.017284569138276553,"frozenset({'JUMBO BAG SPACEBOY DESIGN', 'JUMBO STORAGE BAG SUKI'})"
719,0.017284569138276553,frozenset({'T-LIGHT GLASS FLUTED ANTIQUE'})
924,0.017284569138276553,"frozenset({'LUNCH BAG RED RETROSPOT', 'CHARLOTTE BAG SUKI DESIGN'})"
973,0.017284569138276553,"frozenset({'DOTCOM POSTAGE', 'JUMBO BAG PINK POLKADOT'})"
94,0.017284569138276553,frozenset({'BUNDLE OF 3 ALPHABET EXERCISE BOOKS'})
1231,0.017234468937875752,"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO BAG TOYS '})"
543,0.017234468937875752,frozenset({'RED RETROSPOT ROUND CAKE TINS'})
756,0.017234468937875752,frozenset({'VINTAGE CHRISTMAS STOCKING '})
193,0.017234468937875752,frozenset({'DOUGHNUT LIP GLOSS '})
1215,0.017234468937875752,"frozenset({'JUMBO BAG PINK VINTAGE PAISLEY', 'JUMBO BAG SCANDINAVIAN BLUE PAISLEY'})"
664,0.017234468937875752,frozenset({'SET/10 PINK POLKADOT PARTY CANDLES'})
1710,0.01718436873747495,"frozenset({'REGENCY CAKESTAND 3 TIER', 'PINK REGENCY TEACUP AND SAUCER', 'GREEN REGENCY TEACUP AND SAUCER'})"
545,0.01718436873747495,frozenset({'RED RETROSPOT SMALL MILK JUG'})
325,0.017134268537074147,frozenset({'JAM JAR WITH PINK LID'})
1333,0.017134268537074147,"frozenset({'LUNCH BAG RED RETROSPOT', 'JUMBO STORAGE BAG SUKI'})"
1638,0.017134268537074147,"frozenset({'VINTAGE HEADS AND TAILS CARD GAME ', 'VINTAGE SNAP CARDS'})"
1757,0.017084168336673346,"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO BAG WOODLAND ANIMALS', 'JUMBO BAG PINK POLKADOT'})"
32,0.017034068136272545,frozenset({'AGED GLASS SILVER T-LIGHT HOLDER'})
1542,0.017034068136272545,"frozenset({'PLASTERS IN TIN SPACEBOY', 'PLASTERS IN TIN WOODLAND ANIMALS'})"
290,0.017034068136272545,frozenset({'HEART DECORATION RUSTIC HANGING '})
567,0.016983967935871744,frozenset({'RETROSPOT LARGE MILK JUG'})
1195,0.016983967935871744,"frozenset({'JUMBO BAG SPACEBOY DESIGN', 'JUMBO BAG PINK POLKADOT'})"
1642,0.016983967935871744,"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'WOODEN FRAME ANTIQUE WHITE '})"
993,0.016933867735470943,"frozenset({'RECYCLING BAG RETROSPOT ', 'DOTCOM POSTAGE'})"
340,0.016933867735470943,frozenset({'JUMBO BAG PAISLEY PARK'})
798,0.016933867735470943,frozenset({'WOODEN TREE CHRISTMAS SCANDINAVIAN'})
584,0.016883767535070142,frozenset({'ROLL WRAP VINTAGE CHRISTMAS'})
1006,0.016833667334669337,"frozenset({'SUKI  SHOULDER BAG', 'DOTCOM POSTAGE'})"
1682,0.016833667334669337,"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'WOODLAND CHARLOTTE BAG', 'CHARLOTTE BAG SUKI DESIGN'})"
550,0.016833667334669337,frozenset({'RED RETROSPOT WRAP '})
498,0.016783567134268536,frozenset({'PLAYING CARDS KEEP CALM & CARRY ON'})
1047,0.016783567134268536,"frozenset({'HAND WARMER OWL DESIGN', 'HAND WARMER SCOTTY DOG DESIGN'})"
435,0.016783567134268536,frozenset({'PACK OF 20 SKULL PAPER NAPKINS'})
1112,0.016783567134268536,"frozenset({'RECIPE BOX PANTRY YELLOW DESIGN', 'JAM MAKING SET WITH JARS'})"
637,0.016733466933867736,frozenset({'SET OF 36 TEATIME PAPER DOILIES'})
862,0.016733466933867736,"frozenset({'BAKING SET 9 PIECE RETROSPOT ', 'BAKING SET SPACEBOY DESIGN'})"
774,0.016733466933867736,frozenset({'WATERING CAN BLUE ELEPHANT'})
1681,0.016733466933867736,"frozenset({'STRAWBERRY CHARLOTTE BAG', 'RED RETROSPOT CHARLOTTE BAG', 'CHARLOTTE BAG SUKI DESIGN'})"
840,0.016733466933867736,"frozenset({'ALARM CLOCK BAKELIKE IVORY', 'ALARM CLOCK BAKELIKE GREEN'})"
945,0.016733466933867736,"frozenset({'CHOCOLATE HOT WATER BOTTLE', 'HOT WATER BOTTLE TEA AND SYMPATHY'})"
486,0.016683366733466935,frozenset({'PINK POLKADOT BOWL'})
245,0.016683366733466935,"frozenset({""GIANT 50'S CHRISTMAS CRACKER""})"
508,0.016683366733466935,frozenset({'POTTERING MUG'})
1164,0.016683366733466935,"frozenset({'JUMBO BAG APPLES', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})"
490,0.016633266533066134,frozenset({'PLACE SETTING WHITE HEART'})
1875,0.01658316633266533,"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'REGENCY CAKESTAND 3 TIER', 'ROSES REGENCY TEACUP AND SAUCER '})"
161,0.01658316633266533,frozenset({'COLOURING PENCILS BROWN TUBE'})
221,0.01658316633266533,frozenset({'FELTCRAFT DOLL MOLLY'})
1201,0.01658316633266533,"frozenset({'JUMBO STORAGE BAG SKULLS', 'JUMBO BAG PINK POLKADOT'})"
966,0.01658316633266533,"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'DOTCOM POSTAGE'})"
1443,0.01658316633266533,"frozenset({'LUNCH BAG RED RETROSPOT', 'WHITE HANGING HEART T-LIGHT HOLDER'})"
1095,0.016533066132264528,"frozenset({'RECIPE BOX PANTRY YELLOW DESIGN', 'JAM MAKING SET PRINTED'})"
1248,0.016533066132264528,"frozenset({'JUMBO BAG RED RETROSPOT', 'PACK OF 72 RETROSPOT CAKE CASES'})"
1244,0.016482965931863727,"frozenset({'JUMBO BAG RED RETROSPOT', 'LUNCH BAG SUKI DESIGN '})"
1662,0.016482965931863727,"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'CHARLOTTE BAG SUKI DESIGN', 'CHARLOTTE BAG PINK POLKADOT'})"
890,0.016482965931863727,"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'CHARLOTTE BAG APPLES DESIGN'})"
557,0.016482965931863727,frozenset({'REGENCY MILK JUG PINK '})
475,0.016482965931863727,frozenset({'PIGGY BANK RETROSPOT '})
169,0.016432865731462926,frozenset({'DELUXE SEWING KIT '})
505,0.016432865731462926,"frozenset({""POPPY'S PLAYHOUSE LIVINGROOM ""})"
1251,0.016432865731462926,"frozenset({'JUMBO BAG RED RETROSPOT', 'PARTY BUNTING'})"
1789,0.016382765531062125,"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO BAG WOODLAND ANIMALS', 'JUMBO STORAGE BAG SUKI'})"
1877,0.016382765531062125,"frozenset({'STRAWBERRY CHARLOTTE BAG', 'RED RETROSPOT CHARLOTTE BAG', 'WOODLAND CHARLOTTE BAG'})"
22,0.016382765531062125,frozenset({'6 GIFT TAGS VINTAGE CHRISTMAS '})
1670,0.01633266533066132,"frozenset({'STRAWBERRY CHARLOTTE BAG', 'RED RETROSPOT CHARLOTTE BAG', 'CHARLOTTE BAG PINK POLKADOT'})"
455,0.01633266533066132,frozenset({'PAPER BUNTING WHITE LACE'})
196,0.01633266533066132,frozenset({'EDWARDIAN PARASOL RED'})
74,0.01628256513026052,frozenset({'BLUE POLKADOT CUP'})
627,0.01628256513026052,frozenset({'SET OF 3 HANGING OWLS OLLIE BEAK'})
18,0.01628256513026052,frozenset({'36 PENCILS TUBE RED RETROSPOT'})
151,0.01628256513026052,frozenset({'CLASSIC CAFE SUGAR DISPENSER'})
1671,0.01628256513026052,"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'WOODLAND CHARLOTTE BAG', 'CHARLOTTE BAG PINK POLKADOT'})"
382,0.01628256513026052,frozenset({'LUNCH BAG PAISLEY PARK  '})
